CLIENTNUM;Customer_Age;Gender;Marital_Status;Education_Level;Income_Category;Card_Category;Credit_Limit;Total_Revolving_Bal;Avg_Utilization_Ratio
7947;56;F;Graduate;Single;Less than $40K;Blue;2433;1947;0.8
7948;57;F;Uneducated;Single;Less than $40K;Blue;1438.3;0;0
7949;45;F;Graduate;Single;Less than $40K;Blue;2110;844;0.4
7950;62;F;High School;Single;Less than $40K;Blue;1930;0;0
7951;45;F;Unknown;Single;Less than $40K;Blue;2329;1465;0.629
7952;55;F;Uneducated;Single;Less than $40K;Blue;1438.3;756;0.526
7953;55;F;College;Single;Less than $40K;Blue;1844;0;0
7954;35;F;High School;Single;Less than $40K;Blue;2189;1833;0.837
7955;56;F;Post-Graduate;Single;Less than $40K;Blue;2490;1623;0.652
7956;49;F;Uneducated;Single;Less than $40K;Blue;2659;0;0
7957;36;F;High School;Single;Less than $40K;Blue;2909;2085;0.717
7958;65;F;Unknown;Single;Less than $40K;Blue;2802;2403;0.858
7959;45;F;Doctorate;Single;Less than $40K;Blue;5553;1117;0.201
7960;45;F;High School;Single;Less than $40K;Blue;2589;2052;0.793
7961;47;F;Graduate;Single;Less than $40K;Blue;2049;1460;0.713
7962;64;M;Graduate;Single;Less than $40K;Blue;3570;2517;0.705
7963;49;F;Unknown;Single;Less than $40K;Blue;3261;814;0.25
7964;51;F;Post-Graduate;Single;Less than $40K;Blue;4281;0;0
7965;44;F;Uneducated;Single;Less than $40K;Blue;2568;1875;0.73
7966;55;F;Uneducated;Single;Less than $40K;Blue;3292;0;0
7967;46;F;Graduate;Single;Less than $40K;Blue;2586;2196;0.849
7968;52;F;Graduate;Single;Less than $40K;Blue;2537;1097;0.432
7969;28;F;Graduate;Single;Less than $40K;Blue;1624;0;0
7970;51;F;Uneducated;Single;Less than $40K;Blue;1746;1107;0.634
7971;47;F;Graduate;Single;Less than $40K;Blue;2363;494;0.209
7972;45;F;Unknown;Single;Less than $40K;Blue;2858;0;0
7973;49;F;Graduate;Single;Less than $40K;Blue;3537;0;0
7974;48;F;Graduate;Single;Less than $40K;Blue;1705;1192;0.699
7975;53;F;Graduate;Single;Less than $40K;Blue;3685;0;0
7976;29;F;High School;Single;Less than $40K;Blue;3095;1488;0.481
7977;43;F;Uneducated;Single;Less than $40K;Blue;3161;2424;0.767
7978;59;F;Unknown;Single;Less than $40K;Blue;1845;1076;0.583
7979;39;F;College;Single;Less than $40K;Blue;4710;1869;0.397
7980;50;F;High School;Single;Less than $40K;Blue;1457;0;0
7981;54;F;College;Single;Less than $40K;Blue;3062;2039;0.666
7982;46;F;College;Single;Less than $40K;Blue;2503;2373;0.948
7983;59;F;Graduate;Single;Less than $40K;Blue;4830;1469;0.304
7984;50;F;Uneducated;Single;Less than $40K;Blue;1438.3;754;0.524
7985;63;F;College;Single;Less than $40K;Blue;1938;0;0
7986;61;F;Graduate;Single;Less than $40K;Blue;1438.3;0;0
7987;35;F;Graduate;Single;Less than $40K;Blue;2211;1370;0.62
7988;43;F;Uneducated;Single;Less than $40K;Blue;1736;1513;0.872
7989;43;F;High School;Single;Less than $40K;Blue;6611;1041;0.157
7990;39;F;Graduate;Single;Less than $40K;Blue;2650;1646;0.621
7991;40;F;Graduate;Single;Less than $40K;Blue;2628;1771;0.674
7992;57;F;Graduate;Single;Less than $40K;Blue;3023;2517;0.833
7993;62;M;Unknown;Single;Less than $40K;Blue;3653;1769;0.484
7994;39;F;Graduate;Single;Less than $40K;Blue;1876;1536;0.819
7995;56;F;Graduate;Single;Less than $40K;Blue;2463;1621;0.658
7996;45;F;Uneducated;Single;Less than $40K;Blue;2059;1118;0.543
7997;44;F;Unknown;Single;Less than $40K;Blue;6472;2128;0.329
7998;45;M;High School;Single;Less than $40K;Blue;2766;1985;0.718
7999;44;F;Unknown;Single;Less than $40K;Blue;1724;0;0
8000;50;F;High School;Single;Less than $40K;Blue;1986;1614;0.813
8001;53;F;College;Single;Less than $40K;Blue;2312;1997;0.864
8002;39;F;Uneducated;Single;Less than $40K;Blue;2062;1302;0.631
8003;50;F;High School;Single;Less than $40K;Blue;2974;2090;0.703
8004;37;F;High School;Single;Less than $40K;Blue;1879;1486;0.791
8005;44;F;High School;Single;Less than $40K;Blue;8685;0;0
8006;58;F;Post-Graduate;Single;Less than $40K;Blue;1438.3;0;0
8007;57;F;Unknown;Single;Less than $40K;Blue;2564;1258;0.491
8008;64;F;Graduate;Single;Less than $40K;Blue;2294;1582;0.69
8009;50;F;High School;Single;Less than $40K;Blue;8708;996;0.114
8010;56;F;Unknown;Single;Less than $40K;Blue;8869;0;0
8011;47;F;Unknown;Single;Less than $40K;Blue;1965;1175;0.598
8012;57;F;Unknown;Single;Less than $40K;Blue;1551;790;0.509
8013;42;F;Doctorate;Single;Less than $40K;Blue;1438.3;0;0
8014;42;F;Graduate;Single;Less than $40K;Blue;1853;0;0
8015;43;F;Graduate;Single;Less than $40K;Blue;4075;2189;0.537
8016;48;F;Graduate;Single;Less than $40K;Blue;3001;482;0.161
8017;54;F;Graduate;Single;Less than $40K;Blue;2077;1634;0.787
8018;47;F;High School;Single;Less than $40K;Blue;1580;620;0.392
8019;51;F;High School;Single;Less than $40K;Blue;1438.3;0;0
8020;35;F;Graduate;Single;Less than $40K;Blue;1438.3;0;0
8021;51;F;Graduate;Single;Less than $40K;Blue;4402;697;0.158
8022;45;F;Unknown;Single;Less than $40K;Blue;2679;1558;0.582
8023;31;F;Post-Graduate;Single;Less than $40K;Blue;2766;1731;0.626
8024;55;F;Graduate;Single;Less than $40K;Blue;1724;0;0
8025;47;F;Graduate;Single;Less than $40K;Blue;1438.3;0;0
8026;43;F;Unknown;Single;Less than $40K;Blue;3139;1089;0.347
8027;35;F;College;Single;Less than $40K;Blue;2231;1791;0.803
8028;42;M;High School;Single;Less than $40K;Blue;2171;1415;0.652
8029;50;F;Graduate;Single;Less than $40K;Blue;3277;2481;0.757
8030;47;F;Doctorate;Single;Less than $40K;Blue;2168;1485;0.685
8031;62;F;High School;Single;Less than $40K;Blue;3989;0;0
8032;47;F;Unknown;Single;Less than $40K;Blue;2173;596;0.274
8033;40;F;Uneducated;Single;Less than $40K;Blue;2035;0;0
8034;32;F;Graduate;Single;Less than $40K;Blue;2761;0;0
8035;42;F;Uneducated;Single;Less than $40K;Blue;1438.3;860;0.598
8036;65;M;Uneducated;Single;Less than $40K;Blue;8963;0;0
8037;46;F;Graduate;Single;Less than $40K;Blue;3901;1001;0.257
8038;55;F;Graduate;Single;Less than $40K;Blue;1583;234;0.148
8039;45;F;Graduate;Single;Less than $40K;Blue;2072;1544;0.745
8040;64;F;High School;Single;Less than $40K;Blue;2609;1115;0.427
8041;45;F;Graduate;Single;Less than $40K;Blue;8694;961;0.111
8042;36;F;Unknown;Single;Less than $40K;Blue;1735;0;0
8043;51;F;Unknown;Single;Less than $40K;Blue;2673;1275;0.477
8044;50;F;Uneducated;Single;Less than $40K;Blue;1837;665;0.362
8045;56;F;Post-Graduate;Single;Less than $40K;Blue;2535;1699;0.67
8046;40;F;Graduate;Single;Less than $40K;Blue;2694;1833;0.68
8047;40;F;Graduate;Single;Less than $40K;Gold;15987;1965;0.123
8048;35;F;Uneducated;Single;Less than $40K;Blue;2942;2100;0.714
8049;50;F;Graduate;Single;Less than $40K;Blue;3201;2517;0.786
8050;41;F;Graduate;Single;Less than $40K;Blue;2670;2079;0.779
8051;44;F;Unknown;Single;Less than $40K;Blue;2786;1635;0.587
8052;52;F;College;Single;Less than $40K;Blue;1438.3;604;0.42
8053;45;F;Graduate;Single;Less than $40K;Blue;4753;0;0
8054;64;M;College;Single;Less than $40K;Silver;12155;0;0
8055;41;F;Graduate;Single;Less than $40K;Blue;2069;1393;0.673
8056;44;F;Graduate;Single;Less than $40K;Blue;1491;0;0
8057;48;F;High School;Single;Less than $40K;Blue;4361;806;0.185
8058;53;F;College;Single;Less than $40K;Blue;2482;916;0.369
8059;53;F;Unknown;Single;Less than $40K;Blue;6721;1115;0.166
8060;35;F;Uneducated;Single;Less than $40K;Blue;2624;1458;0.556
8061;51;F;Unknown;Single;Less than $40K;Blue;3250;0;0
8062;64;F;Graduate;Single;Less than $40K;Blue;6723;968;0.144
8063;53;F;Uneducated;Single;Less than $40K;Blue;2126;1257;0.591
8064;43;F;Uneducated;Single;Less than $40K;Blue;2573;1640;0.637
8065;50;F;College;Single;Less than $40K;Blue;1438.3;0;0
8066;41;F;Uneducated;Single;Less than $40K;Blue;1762;1051;0.596
8067;44;M;High School;Single;Less than $40K;Blue;2111;1047;0.496
8068;44;F;High School;Single;Less than $40K;Blue;1656;1429;0.863
8069;47;F;Graduate;Single;Less than $40K;Blue;5062;1423;0.281
8070;60;F;Uneducated;Single;Less than $40K;Silver;11060;1647;0.149
8071;46;F;Unknown;Single;Less than $40K;Blue;3670;0;0
8072;42;F;Uneducated;Single;Less than $40K;Blue;1538;868;0.564
8073;44;F;High School;Single;Less than $40K;Blue;8512;1471;0.173
8074;46;F;Graduate;Single;Less than $40K;Blue;1438.3;576;0.4
8075;53;F;High School;Single;Less than $40K;Blue;3378;2134;0.632
8076;49;F;Graduate;Single;Less than $40K;Blue;2434;0;0
8077;52;F;Post-Graduate;Single;Less than $40K;Blue;1438.3;797;0.554
8078;54;F;Graduate;Single;Less than $40K;Blue;1990;1747;0.878
8079;49;F;Uneducated;Single;Less than $40K;Blue;2094;0;0
8080;47;F;Unknown;Single;Less than $40K;Blue;5398;0;0
8081;63;M;Doctorate;Single;Less than $40K;Blue;7098;2224;0.313
8082;65;M;High School;Single;Less than $40K;Blue;4599;1438;0.313
8083;45;F;Uneducated;Single;Less than $40K;Blue;7486;1758;0.235
8084;42;F;Uneducated;Single;Less than $40K;Blue;1438.3;0;0
8085;56;F;College;Single;Less than $40K;Blue;2846;0;0
8086;49;F;Doctorate;Single;Less than $40K;Blue;7789;957;0.123
8087;44;F;Uneducated;Single;Less than $40K;Blue;1438.3;170;0.118
8088;48;F;Uneducated;Single;Less than $40K;Blue;2646;872;0.33
8089;46;F;Doctorate;Single;Less than $40K;Blue;2258;1600;0.709
8090;48;F;College;Single;Less than $40K;Blue;1438.3;816;0.567
8091;39;F;Graduate;Single;Less than $40K;Blue;1438.3;668;0.464
8092;53;F;Graduate;Single;Less than $40K;Blue;1438.3;0;0
8093;38;F;Doctorate;Single;Less than $40K;Blue;1934;985;0.509
8094;42;F;Uneducated;Single;Less than $40K;Blue;1734;0;0
8095;42;F;Uneducated;Single;Less than $40K;Blue;1438.3;838;0.583
8096;39;F;Uneducated;Single;Less than $40K;Blue;1438.3;576;0.4
8097;38;F;High School;Single;Less than $40K;Blue;1556;0;0
8098;41;F;Doctorate;Single;Less than $40K;Blue;2687;1317;0.49
8099;41;F;Uneducated;Single;Less than $40K;Blue;2450;1490;0.608
8100;43;F;Unknown;Single;Less than $40K;Blue;1438.3;0;0
8101;46;F;High School;Single;Less than $40K;Blue;2283;1020;0.447
8102;47;F;Uneducated;Single;Less than $40K;Blue;1438.3;735;0.511
8103;54;F;Uneducated;Single;Less than $40K;Blue;1438.3;814;0.566
8104;60;F;Uneducated;Single;Less than $40K;Blue;3302;2517;0.762
8105;48;F;Uneducated;Single;Less than $40K;Blue;2578;2424;0.94
8106;46;F;Unknown;Single;Less than $40K;Blue;1438.3;0;0
8107;60;F;Graduate;Single;Less than $40K;Blue;2346;2150;0.916
8108;49;F;Uneducated;Single;Less than $40K;Blue;2182;1722;0.789
8109;32;F;Post-Graduate;Single;Less than $40K;Blue;2973;2446;0.823
8110;43;F;Uneducated;Single;Less than $40K;Blue;2689;2384;0.887
8111;47;F;Graduate;Single;Less than $40K;Blue;1438.3;780;0.542
8112;42;F;Uneducated;Single;Less than $40K;Blue;1443;0;0
8113;51;F;Graduate;Single;Less than $40K;Blue;2847;2082;0.731
8114;44;F;Graduate;Single;Less than $40K;Blue;1438.3;0;0
8115;42;F;Graduate;Single;Less than $40K;Blue;2555;1587;0.621
8116;55;F;Unknown;Single;Less than $40K;Blue;2850;2517;0.883
8117;51;F;Unknown;Single;Less than $40K;Blue;3245;0;0
8118;54;F;Uneducated;Single;Less than $40K;Blue;3006;633;0.211
8119;51;F;Uneducated;Single;Less than $40K;Blue;1438.3;0;0
8120;45;M;Graduate;Single;Less than $40K;Blue;2718;1474;0.542
8121;42;F;College;Single;Less than $40K;Blue;3802;1300;0.342
8122;65;M;Unknown;Single;Less than $40K;Blue;2954;2517;0.852
8123;38;F;Graduate;Single;Less than $40K;Blue;1438.3;538;0.374
8124;54;F;Doctorate;Single;Less than $40K;Blue;2778;743;0.267
8125;43;F;Graduate;Single;Less than $40K;Blue;2642;2377;0.9
8126;53;F;Unknown;Single;Less than $40K;Blue;2575;411;0.16
8127;54;F;Unknown;Single;Less than $40K;Blue;2341;1550;0.662
8128;50;F;Uneducated;Single;Less than $40K;Blue;1838;0;0
8129;39;F;High School;Single;Less than $40K;Blue;3927;720;0.183
8130;40;F;High School;Single;Less than $40K;Blue;1438.3;544;0.378
8131;43;F;Uneducated;Single;Less than $40K;Blue;2422;1014;0.419
8132;56;F;Uneducated;Single;Less than $40K;Blue;1440;1211;0.841
8133;29;F;Uneducated;Single;Less than $40K;Blue;2516;2312;0.919
8134;51;F;Doctorate;Single;Less than $40K;Blue;1952;1411;0.723
8135;53;F;High School;Single;Less than $40K;Blue;2252;1811;0.804
8136;39;F;Uneducated;Single;Less than $40K;Blue;2370;2031;0.857
8137;51;F;High School;Single;Less than $40K;Blue;2918;2049;0.702
8138;53;F;Graduate;Single;Less than $40K;Blue;2708;2271;0.839
8139;43;F;Graduate;Single;Less than $40K;Blue;1438.3;604;0.42
8140;49;F;Uneducated;Single;Less than $40K;Blue;4328;2058;0.476
8141;43;F;Graduate;Single;Less than $40K;Blue;2419;0;0
8142;40;F;Unknown;Single;Less than $40K;Blue;2129;1507;0.708
8143;47;F;Doctorate;Single;Less than $40K;Blue;2765;901;0.326
8144;39;F;Uneducated;Single;Less than $40K;Blue;6904;1148;0.166
8145;44;F;Graduate;Single;Less than $40K;Blue;3101;0;0
8146;54;F;Uneducated;Single;Less than $40K;Blue;4542;1355;0.298
8147;40;F;College;Single;Less than $40K;Blue;3372;2517;0.746
8148;41;F;Graduate;Single;Less than $40K;Blue;2138;1283;0.6
8149;39;F;Uneducated;Single;Less than $40K;Blue;1623;729;0.449
8150;40;F;Graduate;Single;Less than $40K;Blue;2016;978;0.485
8151;43;F;Unknown;Single;Less than $40K;Blue;2325;238;0.102
8152;32;F;Graduate;Single;Less than $40K;Blue;3983;431;0.108
8153;53;F;Uneducated;Single;Less than $40K;Blue;1773;1539;0.868
8154;40;F;Uneducated;Single;Less than $40K;Blue;4212;2517;0.598
8155;38;F;Unknown;Single;Less than $40K;Blue;3206;2459;0.767
8156;39;F;High School;Single;Less than $40K;Blue;5245;802;0.153
8157;44;F;Uneducated;Single;Less than $40K;Blue;1438.3;0;0
8158;39;F;Graduate;Single;Less than $40K;Blue;1438.3;811;0.564
8159;37;F;High School;Single;Less than $40K;Blue;2448;1740;0.711
8160;49;F;Unknown;Single;Less than $40K;Blue;1546;0;0
8161;39;F;Unknown;Single;Less than $40K;Blue;2863;1940;0.678
8162;42;F;Unknown;Single;Less than $40K;Blue;2677;2517;0.94
8163;41;F;Doctorate;Single;Less than $40K;Blue;1738;0;0
8164;54;F;High School;Single;Less than $40K;Blue;2082;805;0.387
8165;47;F;Unknown;Single;Less than $40K;Blue;2798;1963;0.702
8166;38;F;High School;Single;Less than $40K;Blue;1744;0;0
8167;49;F;Unknown;Single;Less than $40K;Silver;10195;2389;0.234
8168;47;F;College;Single;Less than $40K;Blue;1789;1088;0.608
8169;33;F;Graduate;Single;Less than $40K;Blue;2382;1565;0.657
8170;30;F;High School;Single;Less than $40K;Blue;2112;1109;0.525
8171;65;F;Unknown;Single;Less than $40K;Blue;5441;812;0.149
8172;42;F;College;Single;Less than $40K;Blue;3044;1865;0.613
8173;43;F;High School;Single;Less than $40K;Blue;2325;1662;0.715
8174;60;F;Doctorate;Single;Less than $40K;Blue;2758;1429;0.518
8175;60;F;College;Single;Less than $40K;Blue;2694;1923;0.714
8176;63;F;Unknown;Single;Less than $40K;Blue;1438.3;0;0
8177;50;F;Graduate;Single;Less than $40K;Blue;7398;1581;0.214
8178;60;F;High School;Single;Less than $40K;Blue;2688;1617;0.602
8179;53;F;Doctorate;Single;Less than $40K;Blue;1438.3;0;0
8180;52;F;Graduate;Single;Less than $40K;Blue;1842;625;0.339
8181;42;F;Unknown;Single;Less than $40K;Blue;1696;0;0
8182;34;F;Post-Graduate;Single;Less than $40K;Blue;2066;347;0.168
8183;46;F;Unknown;Single;Less than $40K;Blue;1859;1379;0.742
8184;33;F;Graduate;Single;Less than $40K;Blue;2431;1846;0.759
8185;65;F;Unknown;Single;Less than $40K;Blue;6352;1386;0.218
8186;46;F;High School;Single;Less than $40K;Blue;1787;1324;0.741
8187;49;M;College;Single;Less than $40K;Blue;7862;1991;0.253
8188;47;F;Unknown;Single;Less than $40K;Blue;1548;0;0
8189;52;F;Unknown;Single;Less than $40K;Blue;2700;1623;0.601
8190;53;F;Graduate;Single;Less than $40K;Blue;2172;644;0.297
8191;47;F;Doctorate;Single;Less than $40K;Blue;2193;1084;0.494
8192;40;F;College;Single;Less than $40K;Blue;2801;1731;0.618
8193;50;F;Graduate;Single;Less than $40K;Blue;2434;1340;0.551
8194;59;F;High School;Single;Less than $40K;Blue;2716;1740;0.641
8195;47;F;Uneducated;Single;Less than $40K;Blue;2092;1575;0.753
8196;51;F;Doctorate;Single;Less than $40K;Blue;1438.3;1153;0.802
8197;58;F;High School;Single;Less than $40K;Blue;1977;0;0
8198;33;F;Graduate;Single;Less than $40K;Blue;1806;0;0
8199;38;F;Graduate;Single;Less than $40K;Blue;1938;1175;0.606
8200;44;F;High School;Single;Less than $40K;Blue;2288;1505;0.658
8201;44;F;College;Single;Less than $40K;Blue;3228;0;0
8202;56;F;Graduate;Single;Less than $40K;Blue;2836;1362;0.48
8203;44;F;High School;Single;Less than $40K;Blue;1506;168;0.112
8204;48;F;Graduate;Single;Less than $40K;Blue;1605;1300;0.81
8205;64;M;Graduate;Single;Less than $40K;Blue;2563;2242;0.875
8206;59;F;Graduate;Single;Less than $40K;Blue;3214;424;0.132
8207;31;F;Unknown;Single;Less than $40K;Blue;1695;0;0
8208;48;F;Graduate;Single;Less than $40K;Blue;1522;1273;0.836
8209;34;F;College;Single;Less than $40K;Blue;2715;1503;0.554
8210;44;F;Uneducated;Single;Less than $40K;Blue;2097;1224;0.584
8211;41;F;Graduate;Single;Less than $40K;Blue;3028;2270;0.75
8212;34;F;College;Single;Less than $40K;Blue;1695;761;0.449
8213;37;F;Graduate;Single;Less than $40K;Blue;1438.3;599;0.416
8214;36;F;College;Single;Less than $40K;Blue;1964;0;0
8215;53;F;High School;Single;Less than $40K;Blue;1904;886;0.465
8216;36;F;Unknown;Single;Less than $40K;Blue;2980;2093;0.702
8217;57;F;Uneducated;Single;Less than $40K;Blue;2475;0;0
8218;46;F;High School;Single;Less than $40K;Blue;3942;1711;0.434
8219;57;F;Graduate;Single;Less than $40K;Blue;1771;1289;0.728
8220;53;F;Graduate;Single;Less than $40K;Blue;4117;777;0.189
8221;40;F;High School;Single;Less than $40K;Blue;1438.3;0;0
8222;40;F;Uneducated;Single;Less than $40K;Blue;1625;912;0.561
8223;45;F;Uneducated;Single;Less than $40K;Blue;2202;1414;0.642
8224;37;F;High School;Single;Less than $40K;Blue;1438.3;0;0
8225;43;F;High School;Single;Less than $40K;Blue;4976;866;0.174
8226;48;F;Graduate;Single;Less than $40K;Blue;1502;0;0
8227;34;F;Uneducated;Single;Less than $40K;Blue;1438.3;0;0
8228;46;F;Unknown;Single;Less than $40K;Blue;7128;1457;0.204
8229;45;F;Graduate;Single;Less than $40K;Blue;2144;1492;0.696
8230;65;F;High School;Single;Less than $40K;Blue;5951;2517;0.423
8231;43;F;Uneducated;Single;Less than $40K;Blue;2057;1279;0.622
8232;35;F;Doctorate;Single;Less than $40K;Blue;1438.3;0;0
8233;55;F;Unknown;Single;Less than $40K;Blue;1836;572;0.312
8234;56;F;Graduate;Single;Less than $40K;Blue;2086;1792;0.859
8235;51;F;High School;Single;Less than $40K;Blue;2006;1608;0.802
8236;47;F;Unknown;Single;Less than $40K;Blue;1438.3;0;0
8237;57;F;Uneducated;Single;Less than $40K;Blue;3545;1446;0.408
8238;57;F;College;Single;Less than $40K;Blue;1857;1528;0.823
8239;56;F;Graduate;Single;Less than $40K;Blue;1438.3;0;0
8240;54;F;Unknown;Single;Less than $40K;Blue;4597;1316;0.286
8241;39;F;High School;Single;Less than $40K;Blue;3279;0;0
8242;40;F;Graduate;Single;Less than $40K;Blue;1709;0;0
8243;56;F;Graduate;Single;Less than $40K;Blue;1936;1101;0.569
8244;55;F;Graduate;Single;Less than $40K;Blue;2060;0;0
8245;49;F;High School;Single;Less than $40K;Blue;1438.3;906;0.63
8246;31;F;Graduate;Single;Less than $40K;Blue;2787;1761;0.632
8247;47;F;Graduate;Single;Less than $40K;Blue;2473;0;0
8248;35;F;Graduate;Single;Less than $40K;Blue;2317;1301;0.562
8249;51;F;Graduate;Single;Less than $40K;Blue;1519;1148;0.756
8250;47;F;Uneducated;Single;Less than $40K;Blue;2092;1499;0.717
8251;47;F;High School;Single;Less than $40K;Blue;2317;0;0
8252;51;F;Uneducated;Single;Less than $40K;Blue;1438.3;642;0.446
8253;50;F;Unknown;Single;Less than $40K;Blue;2319;1026;0.442
8254;50;F;Graduate;Single;Less than $40K;Blue;2422;502;0.207
8255;55;F;College;Single;Less than $40K;Blue;2679;2277;0.85
8256;58;F;Graduate;Single;Less than $40K;Blue;3173;1713;0.54
8257;56;F;Uneducated;Single;Less than $40K;Blue;2258;0;0
8258;55;F;High School;Single;Less than $40K;Blue;2376;1969;0.829
8259;38;M;Graduate;Single;Less than $40K;Blue;1690;1459;0.863
8260;52;F;Graduate;Single;Less than $40K;Blue;2996;2147;0.717
8261;38;F;High School;Single;Less than $40K;Blue;1438.3;1003;0.697
8262;65;F;Doctorate;Single;Less than $40K;Blue;2195;1917;0.873
8263;51;F;College;Single;Less than $40K;Blue;4860;1772;0.365
8264;37;F;Unknown;Single;Less than $40K;Blue;1690;0;0
8265;33;F;Doctorate;Single;Less than $40K;Blue;2800;1559;0.557
8266;52;F;Unknown;Single;Less than $40K;Blue;1554;926;0.596
8267;49;F;Graduate;Single;Less than $40K;Blue;2712;1686;0.622
8268;39;F;Graduate;Single;Less than $40K;Blue;2469;1826;0.74
8269;56;F;Graduate;Single;Less than $40K;Blue;1737;0;0
8270;37;F;Graduate;Single;Less than $40K;Blue;2684;0;0
8271;44;F;High School;Single;Less than $40K;Blue;1980;823;0.416
8272;33;F;Graduate;Single;Less than $40K;Blue;1457;0;0
8273;37;F;Unknown;Single;Less than $40K;Blue;1534;0;0
8274;46;F;High School;Single;Less than $40K;Blue;2170;1498;0.69
8275;65;M;College;Single;Less than $40K;Blue;5363;1309;0.244
8276;50;F;Doctorate;Single;Less than $40K;Blue;3206;0;0
8277;65;F;Graduate;Single;Less than $40K;Blue;6812;1926;0.283
8278;41;F;Graduate;Single;Less than $40K;Blue;1783;1282;0.719
8279;52;F;High School;Single;Less than $40K;Blue;2340;1101;0.471
8280;45;F;Uneducated;Single;Less than $40K;Blue;2859;1776;0.621
8281;52;F;College;Single;Less than $40K;Blue;1764;0;0
8282;39;F;Unknown;Single;Less than $40K;Blue;1438.3;0;0
8283;57;F;Uneducated;Single;Less than $40K;Blue;2002;1188;0.593
8284;50;F;Unknown;Single;Less than $40K;Blue;2528;1689;0.668
8285;50;F;High School;Single;Less than $40K;Blue;2775;1475;0.532
8286;44;F;Unknown;Single;Less than $40K;Blue;1438.3;0;0
8287;51;F;High School;Single;Less than $40K;Blue;4038;1237;0.306
8288;42;F;Graduate;Single;Less than $40K;Blue;3308;2517;0.761
8289;65;F;College;Single;Less than $40K;Blue;2022;0;0
8290;41;F;Unknown;Single;Less than $40K;Blue;1966;1452;0.739
8291;34;F;Uneducated;Single;Less than $40K;Blue;1438.3;0;0
8292;54;F;Doctorate;Single;Less than $40K;Blue;1694;0;0
8293;39;F;Graduate;Single;Less than $40K;Blue;1438.3;0;0
8294;47;F;Unknown;Single;Less than $40K;Blue;2289;1611;0.704
8295;45;F;Graduate;Single;Less than $40K;Blue;2016;972;0.482
8296;47;F;College;Single;Less than $40K;Blue;5950;0;0
8297;51;F;High School;Single;Less than $40K;Blue;2902;1634;0.563
8298;47;F;High School;Single;Less than $40K;Blue;2899;2418;0.834
8299;35;F;Graduate;Single;Less than $40K;Blue;2118;1189;0.561
8300;59;F;College;Single;Less than $40K;Blue;2601;1888;0.726
8301;58;M;Doctorate;Single;Less than $40K;Blue;1438.3;0;0
8302;51;F;Unknown;Single;Less than $40K;Blue;1858;1071;0.576
8303;59;F;Graduate;Single;Less than $40K;Blue;2636;1619;0.614
8304;49;F;Graduate;Single;Less than $40K;Blue;1438.3;0;0
8305;65;F;High School;Single;Less than $40K;Blue;4010;1504;0.375
8306;38;F;High School;Single;Less than $40K;Blue;3554;0;0
8307;48;F;Unknown;Single;Less than $40K;Blue;9505;2390;0.251
8308;34;F;High School;Single;Less than $40K;Blue;1576;0;0
8309;40;F;Graduate;Single;Less than $40K;Blue;1438.3;0;0
8310;47;F;Unknown;Single;Less than $40K;Blue;4862;0;0
8311;45;F;Unknown;Single;Less than $40K;Blue;1438.3;0;0
8312;43;F;Post-Graduate;Single;Less than $40K;Blue;2256;1346;0.597
8313;40;F;Graduate;Single;Less than $40K;Blue;1516;0;0
8314;53;F;Unknown;Single;Less than $40K;Blue;1820;909;0.499
8315;39;F;Graduate;Single;Less than $40K;Silver;10190;891;0.087
8316;45;F;Graduate;Single;Less than $40K;Blue;2035;1174;0.577
8317;45;F;College;Single;Less than $40K;Blue;1833;0;0
8318;27;F;Unknown;Single;Less than $40K;Blue;1835;1647;0.898
8319;30;F;Graduate;Single;Less than $40K;Blue;1574;0;0
8320;52;F;College;Single;Less than $40K;Blue;2370;1490;0.629
8321;35;F;College;Single;Less than $40K;Blue;2658;0;0
8322;44;F;Graduate;Single;Less than $40K;Blue;2368;1244;0.525
8323;46;F;Unknown;Single;Less than $40K;Blue;1937;916;0.473
8324;56;F;Graduate;Single;Less than $40K;Blue;1438.3;787;0.547
8325;47;F;Uneducated;Single;Less than $40K;Blue;2577;1450;0.563
8326;48;F;Graduate;Single;Less than $40K;Blue;1860;1054;0.567
8327;41;F;High School;Single;Less than $40K;Blue;1661;0;0
8328;38;F;Uneducated;Single;Less than $40K;Blue;1679;0;0
8329;46;F;Post-Graduate;Single;Less than $40K;Blue;2888;1641;0.568
8330;35;M;Unknown;Single;Less than $40K;Blue;1931;0;0
8331;48;F;Doctorate;Single;Less than $40K;Blue;1644;500;0.304
8332;43;F;College;Single;Less than $40K;Blue;1438.3;0;0
8333;61;F;High School;Single;Less than $40K;Blue;1760;0;0
8334;50;F;Unknown;Single;Less than $40K;Blue;1852;0;0
8335;59;F;Post-Graduate;Single;Less than $40K;Blue;3030;1251;0.413
8336;58;F;High School;Single;Less than $40K;Blue;2755;1483;0.538
8337;64;M;Graduate;Single;Less than $40K;Blue;1861;1677;0.901
8338;53;F;Uneducated;Single;Less than $40K;Blue;1438.3;661;0.46
8339;38;F;Graduate;Single;Less than $40K;Blue;1755;750;0.427
8340;47;F;Uneducated;Single;Less than $40K;Blue;1636;1135;0.694
8341;52;F;Graduate;Single;Less than $40K;Blue;2019;991;0.491
8342;50;F;Unknown;Single;Less than $40K;Blue;3647;2517;0.69
8343;55;F;Graduate;Single;Less than $40K;Silver;13565;0;0
8344;55;F;Unknown;Single;Less than $40K;Blue;3185;1820;0.571
