CLIENTNUM;Customer_Age;Gender;Education_Level;Marital_Status;Income_Category;Card_Category;Credit_Limit;Total_Revolving_Bal;Avg_Utilization_Ratio,;;;;;;;;;;
717859233;41;M;Graduate;Married;$80K - $120K;Blue;12578;2517;0.2,;;;;;;;;;;
712955433;36;F;Uneducated;Unknown;$40K - $60K;Blue;4370;1222;0.28,;;;;;;;;;;
718292283;52;F;High School;Single;$40K - $60K;Blue;3416;1970;0.577,;;;;;;;;;;
713197308;42;M;Graduate;Married;$60K - $80K;Silver;6224;0;0,;;;;;;;;;;
789175683;49;F;College;Married;Less than $40K;Silver;10741;2517;0.234,;;;;;;;;;;
811700058;41;M;Graduate;Single;$60K - $80K;Gold;34516;687;0.02,;;;;;;;;;;
818476383;50;M;Unknown;Unknown;$120K +;Silver;34516;1514;0.044,;;;;;;;;;;
720164358;53;F;Graduate;Single;$40K - $60K;Blue;6058;0;0,;;;;;;;;;;
710357208;49;M;Uneducated;Married;$80K - $120K;Blue;8561;915;0.107,;;;;;;;;;;
711325308;46;M;Unknown;Single;$80K - $120K;Blue;9959;0;0,;;;;;;;;;;
721486908;51;F;High School;Single;Less than $40K;Blue;7645;2076;0.272,;;;;;;;;;;
711210633;51;M;Uneducated;Single;$60K - $80K;Blue;1922;1124;0.585,;;;;;;;;;;
712570458;51;F;High School;Married;Less than $40K;Blue;5625;1640;0.292,;;;;;;;;;;
712058133;54;F;College;Single;Less than $40K;Blue;2274;708;0.311,;;;;;;;;;;
708153558;46;M;Doctorate;Divorced;$120K +;Blue;34516;1802;0.052,;;;;;;;;;;
709893858;43;M;Post-Graduate;Married;$40K - $60K;Blue;9422;2108;0.224,;;;;;;;;;;
709225758;48;F;Post-Graduate;Married;Unknown;Blue;7469;2474;0.331,;;;;;;;;;;
709984083;43;F;Unknown;Single;Less than $40K;Blue;3849;1281;0.333,;;;;;;;;;;
711854808;41;M;High School;Married;$120K +;Blue;34516;0;0,;;;;;;;;;;
822125283;49;M;Uneducated;Married;$80K - $120K;Blue;4778;1351;0.283,;;;;;;;;;;
717340608;51;F;High School;Single;Unknown;Gold;34516;1873;0.054,;;;;;;;;;;
711084183;47;F;Uneducated;Unknown;$40K - $60K;Blue;5168;2265;0.438,;;;;;;;;;;
720891633;53;F;High School;Single;Less than $40K;Blue;3199;0;0,;;;;;;;;;;
719607183;55;F;Graduate;Single;Unknown;Blue;21046;1631;0.077,;;;;;;;;;;
715839708;51;M;Graduate;Married;$120K +;Blue;34516;2452;0.071,;;;;;;;;;;
717008358;40;F;Unknown;Married;Less than $40K;Blue;6540;0;0,;;;;;;;;;;
769152783;60;F;High School;Single;Less than $40K;Blue;8141;1811;0.222,;;;;;;;;;;
788240358;40;F;Graduate;Married;Unknown;Silver;33441;686;0.021,;;;;;;;;;;
716098683;46;F;Graduate;Unknown;Unknown;Blue;5496;1816;0.33,;;;;;;;;;;
802675983;42;F;Graduate;Married;Less than $40K;Blue;3794;1544;0.407,;;;;;;;;;;
712716108;46;F;Graduate;Single;Less than $40K;Blue;5785;2130;0.368,;;;;;;;;;;
709238358;51;F;Uneducated;Married;Unknown;Blue;19387;810;0.042,;;;;;;;;;;
708682908;43;F;Unknown;Single;Unknown;Blue;2838;1934;0.681,;;;;;;;;;;
812794983;41;F;College;Married;Less than $40K;Blue;4086;1974;0.483,;;;;;;;;;;
708968733;47;M;Uneducated;Married;$80K - $120K;Blue;31987;0;0,;;;;;;;;;;
779315508;43;M;Post-Graduate;Single;$40K - $60K;Blue;9043;1974;0.218,;;;;;;;;;;
740065833;47;F;Graduate;Single;Less than $40K;Silver;11128;2517;0.226,;;;;;;;;;;
721063533;51;M;Graduate;Single;$40K - $60K;Blue;3062;2058;0.672,;;;;;;;;;;
718189908;44;F;Unknown;Unknown;$40K - $60K;Gold;23981;2135;0.089,;;;;;;;;;;
780064983;44;M;Graduate;Married;$80K - $120K;Gold;34516;942;0.027,;;;;;;;;;;
770920908;39;F;Unknown;Single;$40K - $60K;Silver;22054;1146;0.052,;;;;;;;;;;
718046433;53;F;Graduate;Unknown;Less than $40K;Blue;2199;693;0.315,;;;;;;;;;;
711842508;45;M;Uneducated;Unknown;$80K - $120K;Blue;9303;1580;0.17,;;;;;;;;;;
772869033;47;M;Unknown;Single;$120K +;Gold;34516;1342;0.039,;;;;;;;;;;
715298808;40;M;High School;Divorced;$40K - $60K;Blue;7566;1618;0.214,;;;;;;;;;;
708877458;50;F;Uneducated;Married;Unknown;Blue;11343;0;0,;;;;;;;;;;
787496733;47;F;Uneducated;Married;Unknown;Blue;15155;1287;0.085,;;;;;;;;;;
789469083;55;M;Unknown;Single;$80K - $120K;Blue;10795;0;0,;;;;;;;;;;
709497108;44;F;High School;Married;Less than $40K;Blue;6633;1322;0.199,;;;;;;;;;;
784819758;54;F;Graduate;Single;Unknown;Blue;8572;2128;0.248,;;;;;;;;;;
720412308;40;M;Unknown;Married;$80K - $120K;Blue;34516;2330;0.068,;;;;;;;;;;
719178183;50;M;Graduate;Married;$80K - $120K;Silver;34516;2517;0.073,;;;;;;;;;;
789560433;49;M;Post-Graduate;Single;$60K - $80K;Blue;14895;0;0,;;;;;;;;;;
712931733;49;F;Graduate;Single;Less than $40K;Blue;2636;1257;0.477,;;;;;;;;;;
714417183;39;F;Uneducated;Unknown;Less than $40K;Blue;9511;2220;0.233,;;;;;;;;;;
771097683;43;M;High School;Single;$120K +;Blue;10896;2517;0.231,;;;;;;;;;;
713824983;43;F;High School;Married;Less than $40K;Blue;8401;1085;0.129,;;;;;;;;;;
715360458;45;F;Graduate;Divorced;Unknown;Blue;12406;1980;0.16,;;;;;;;;;;
711736083;47;F;College;Divorced;Unknown;Blue;6769;274;0.04,;;;;;;;;;;
714821433;45;F;College;Married;Less than $40K;Blue;2737;0;0,;;;;;;;;;;
779263533;34;F;Graduate;Unknown;Unknown;Silver;32292;1731;0.054,;;;;;;;;;;
773988708;52;M;Uneducated;Married;$120K +;Silver;34516;1588;0.046,;;;;;;;;;;
719623083;33;F;Doctorate;Unknown;Less than $40K;Gold;15987;1992;0.125,;;;;;;;;;;
718304583;43;M;Unknown;Married;$60K - $80K;Gold;34516;1085;0.031,;;;;;;;;;;
720198183;42;M;College;Married;$40K - $60K;Blue;2437;1718;0.705,;;;;;;;;;;
780545133;49;M;Graduate;Single;$80K - $120K;Blue;4557;985;0.216,;;;;;;;;;;
711128433;55;M;Uneducated;Single;$40K - $60K;Blue;10949;829;0.076,;;;;;;;;;;
789960783;39;F;Graduate;Unknown;Less than $40K;Silver;10398;1630;0.157,;;;;;;;;;;
709556208;40;F;College;Single;$40K - $60K;Silver;22361;1873;0.084,;;;;;;;;;;
712053033;46;M;Unknown;Single;$80K - $120K;Blue;3841;1411;0.367,;;;;;;;;;;
794482158;46;M;College;Single;$80K - $120K;Silver;34516;1954;0.057,;;;;;;;;;;
780450708;58;M;College;Single;$120K +;Silver;34516;0;0,;;;;;;;;;;
710016708;44;F;Graduate;Married;Less than $40K;Silver;10877;1802;0.166,;;;;;;;;;;
709434408;42;M;Unknown;Married;$40K - $60K;Blue;5848;1481;0.253,;;;;;;;;;;
778716783;50;M;Unknown;Married;$60K - $80K;Blue;11552;1970;0.171,;;;;;;;;;;
712447758;46;M;Graduate;Married;$80K - $120K;Blue;11901;2517;0.211,;;;;;;;;;;
779435883;37;M;High School;Unknown;$80K - $120K;Blue;2273;0;0,;;;;;;;;;;
719918358;57;F;Graduate;Unknown;Less than $40K;Blue;3082;2507;0.813,;;;;;;;;;;
720474408;52;M;Graduate;Single;$40K - $60K;Blue;9298;1898;0.204,;;;;;;;;;;
719401158;62;F;Post-Graduate;Single;$40K - $60K;Blue;4136;0;0,;;;;;;;;;;
778430733;45;M;High School;Unknown;$60K - $80K;Blue;12399;1461;0.118,;;;;;;;;;;
717583908;57;M;High School;Single;$80K - $120K;Blue;15030;1395;0.093,;;;;;;;;;;
823519458;44;F;Graduate;Married;Less than $40K;Blue;6441;2151;0.334,;;;;;;;;;;
712381683;42;F;Unknown;Married;Unknown;Blue;7469;837;0.112,;;;;;;;;;;
716045508;40;F;Unknown;Single;Less than $40K;Blue;3569;1054;0.295,;;;;;;;;;;
820936533;47;M;Graduate;Unknown;Less than $40K;Blue;2781;1950;0.701,;;;;;;;;;;
721227258;51;M;Post-Graduate;Married;$120K +;Silver;34516;1991;0.058,;;;;;;;;;;
771304383;45;F;High School;Married;Less than $40K;Blue;4174;2507;0.601,;;;;;;;;;;
717600483;50;M;Unknown;Married;$60K - $80K;Blue;23223;628;0.027,;;;;;;;;;;
778865583;46;M;Graduate;Married;Less than $40K;Blue;6954;1502;0.216,;;;;;;;;;;
709871658;47;F;Unknown;Single;Less than $40K;Blue;7136;2345;0.329,;;;;;;;;;;
818280108;43;F;High School;Single;Less than $40K;Blue;1820;0;0,;;;;;;;;;;
716350008;52;M;Uneducated;Married;$40K - $60K;Blue;2937;1633;0.556,;;;;;;;;;;
778172583;46;F;High School;Single;Less than $40K;Blue;6636;2399;0.362,;;;;;;;;;;
719121708;41;M;Graduate;Married;$60K - $80K;Silver;31497;2192;0.07,;;;;;;;;;;
714342033;52;M;High School;Married;$120K +;Blue;34516;0;0,;;;;;;;;;;
788811558;52;F;High School;Married;Less than $40K;Blue;1959;1022;0.522,;;;;;;;;;;
788943333;51;M;Post-Graduate;Married;$80K - $120K;Silver;34516;989;0.029,;;;;;;;;;;
719258433;49;M;Graduate;Single;$60K - $80K;Blue;7801;2018;0.259,;;;;;;;;;;
717895833;55;M;College;Single;$120K +;Blue;6455;1837;0.285,;;;;;;;;;;
711550983;46;M;Graduate;Divorced;$40K - $60K;Blue;11343;1175;0.104,;;;;;;;;;;
714077583;43;M;Post-Graduate;Married;$40K - $60K;Platinum;23981;593;0.025,;;;;;;;;;;
720939933;46;F;Unknown;Single;Less than $40K;Blue;2879;0;0,;;;;;;;;;;
716725008;49;M;High School;Married;$80K - $120K;Blue;7667;2191;0.286,;;;;;;;;;;
788824083;41;M;Uneducated;Single;$120K +;Blue;34516;1022;0.03,;;;;;;;;;;
716335983;37;M;High School;Single;$80K - $120K;Blue;6713;1590;0.237,;;;;;;;;;;
719157933;51;M;Uneducated;Married;$120K +;Blue;10984;1429;0.13,;;;;;;;;;;
716704158;50;M;Doctorate;Married;$120K +;Blue;34516;2517;0.073,;;;;;;;;;;
716258358;57;M;Uneducated;Single;$60K - $80K;Blue;23058;1534;0.067,;;;;;;;;;;
827904183;40;M;Uneducated;Married;$120K +;Blue;17606;1377;0.078,;;;;;;;;;;
820394733;52;M;College;Married;$120K +;Gold;34516;1464;0.042,;;;;;;;;;;
716574033;45;F;High School;Divorced;$40K - $60K;Silver;18000;1829;0.102,;;;;;;;;;;
736786908;48;F;College;Married;Less than $40K;Blue;5550;2517;0.454,;;;;;;;;;;
774099708;39;F;High School;Single;Less than $40K;Blue;1621;0;0,;;;;;;;;;;
714282333;49;F;College;Married;Less than $40K;Blue;3244;0;0,;;;;;;;;;;
717471933;45;M;Unknown;Married;$40K - $60K;Blue;5800;1434;0.247,;;;;;;;;;;
818316108;43;F;Graduate;Married;Less than $40K;Blue;2550;1421;0.557,;;;;;;;;;;
709838508;45;M;Graduate;Divorced;$60K - $80K;Silver;34516;1509;0.044,;;;;;;;;;;
716212383;38;M;High School;Single;$120K +;Blue;10874;2415;0.222,;;;;;;;;;;
757667133;54;M;College;Single;$80K - $120K;Blue;13769;0;0,;;;;;;;;;;
794571108;39;M;Graduate;Divorced;$40K - $60K;Silver;17894;304;0.017,;;;;;;;;;;
711370458;49;F;Graduate;Married;Less than $40K;Gold;15016;2016;0.134,;;;;;;;;;;
788528958;45;M;Graduate;Single;$120K +;Blue;9036;0;0,;;;;;;;;;;
716745408;54;M;High School;Single;$80K - $120K;Blue;12813;1998;0.156,;;;;;;;;;;
771752508;40;F;Doctorate;Married;Less than $40K;Blue;4660;1844;0.396,;;;;;;;;;;
788916933;49;M;College;Married;$60K - $80K;Gold;34516;1064;0.031,;;;;;;;;;;
714938733;48;M;Post-Graduate;Single;$80K - $120K;Blue;13174;0;0,;;;;;;;;;;
761818758;43;M;Graduate;Single;Unknown;Blue;11210;1079;0.096,;;;;;;;;;;
714422058;42;M;Graduate;Single;$120K +;Blue;31639;2446;0.077,;;;;;;;;;;
712191783;49;M;High School;Married;$120K +;Gold;34516;1634;0.047,;;;;;;;;;;
716319258;43;M;Uneducated;Single;$120K +;Blue;34516;1742;0.05,;;;;;;;;;;
719813058;44;F;Unknown;Married;Less than $40K;Blue;2490;1235;0.496,;;;;;;;;;;
712351908;45;M;High School;Unknown;$80K - $120K;Blue;26438;1655;0.063,;;;;;;;;;;
716742483;38;F;Graduate;Single;Less than $40K;Blue;7504;1134;0.151,;;;;;;;;;;
708160008;44;M;Uneducated;Married;$120K +;Blue;34516;1058;0.031,;;;;;;;;;;
709269708;45;M;Graduate;Single;$120K +;Platinum;34516;1488;0.043,;;;;;;;;;;
779098308;51;F;College;Married;Unknown;Blue;15048;2517;0.167,;;;;;;;;;;
717257658;41;M;Graduate;Single;$80K - $120K;Blue;9357;1942;0.208,;;;;;;;;;;
775112958;51;M;Unknown;Married;$60K - $80K;Blue;11548;0;0,;;;;;;;;;;
788812608;56;F;Uneducated;Single;Less than $40K;Blue;8767;1684;0.192,;;;;;;;;;;
711002058;42;M;Unknown;Single;$40K - $60K;Blue;5306;2410;0.454,;;;;;;;;;;
716199408;52;F;Graduate;Single;Unknown;Blue;3608;2517;0.698,;;;;;;;;;;
718100808;49;F;Uneducated;Married;Less than $40K;Gold;15987;2065;0.129,;;;;;;;;;;
790051758;50;M;Graduate;Single;$120K +;Blue;31782;0;0,;;;;;;;;;;
772430733;42;M;Graduate;Married;$120K +;Blue;34516;1440;0.042,;;;;;;;;;;
713460258;45;F;Doctorate;Married;$40K - $60K;Silver;19107;933;0.049,;;;;;;;;;;
820036533;50;M;Unknown;Married;$80K - $120K;Blue;34516;1466;0.042,;;;;;;;;;;
719785683;41;M;Post-Graduate;Married;$80K - $120K;Blue;21751;1573;0.072,;;;;;;;;;;
711830433;44;F;College;Single;Less than $40K;Blue;7926;1051;0.133,;;;;;;;;;;
807393558;51;M;Unknown;Single;$120K +;Silver;34516;1279;0.037,;;;;;;;;;;
718306308;48;M;Graduate;Married;$80K - $120K;Blue;27984;1793;0.064,;;;;;;;;;;
772725408;40;M;Uneducated;Divorced;$60K - $80K;Blue;24499;2517;0.103,;;;;;;;;;;
711183558;49;M;High School;Single;$80K - $120K;Blue;2221;1291;0.581,;;;;;;;;;;
720317658;43;M;Graduate;Single;$80K - $120K;Blue;5858;961;0.164,;;;;;;;;;;
710596983;51;M;Uneducated;Single;$80K - $120K;Blue;27318;2416;0.088,;;;;;;;;;;
716986458;44;F;High School;Single;Unknown;Blue;9766;1575;0.161,;;;;;;;;;;
717382608;59;M;Graduate;Single;$60K - $80K;Silver;26692;2517;0.094,;;;;;;;;;;
825767658;49;M;Graduate;Single;$60K - $80K;Gold;34516;913;0.026,;;;;;;;;;;
717513933;38;M;College;Single;$120K +;Blue;14938;0;0,;;;;;;;;;;
789186858;52;M;Graduate;Married;$80K - $120K;Blue;33256;928;0.028,;;;;;;;;;;
717658758;49;M;Graduate;Single;$120K +;Silver;34516;0;0,;;;;;;;;;;
715575258;47;M;Graduate;Single;$40K - $60K;Blue;5791;1957;0.338,;;;;;;;;;;
714975633;51;F;High School;Single;Unknown;Blue;2319;1347;0.581,;;;;;;;;;;
715396983;46;M;Uneducated;Married;$80K - $120K;Blue;17698;1769;0.1,;;;;;;;;;;
712624383;52;M;College;Single;$80K - $120K;Silver;34516;1701;0.049,;;;;;;;;;;
721335558;57;F;Graduate;Single;Less than $40K;Blue;6482;1686;0.26,;;;;;;;;;;
711167808;40;M;Unknown;Single;$60K - $80K;Blue;18975;0;0,;;;;;;;;;;
713761608;44;M;Graduate;Divorced;$60K - $80K;Silver;34516;1652;0.048,;;;;;;;;;;
713367858;47;M;Unknown;Single;$40K - $60K;Blue;2479;1748;0.705,;;;;;;;;;;
710489583;41;F;Graduate;Unknown;Less than $40K;Blue;4941;1040;0.21,;;;;;;;;;;
720422358;42;M;Post-Graduate;Single;$60K - $80K;Gold;34516;2276;0.066,;;;;;;;;;;
772098858;44;F;Uneducated;Married;Unknown;Blue;8230;1333;0.162,;;;;;;;;;;
789304983;44;M;Unknown;Married;$40K - $60K;Silver;22226;1864;0.084,;;;;;;;;;;
779257233;47;M;Uneducated;Single;$120K +;Blue;28852;1974;0.068,;;;;;;;;;;
717579258;36;M;Unknown;Unknown;$40K - $60K;Blue;6893;1462;0.212,;;;;;;;;;;
709418508;45;M;Graduate;Married;$60K - $80K;Blue;7653;1693;0.221,;;;;;;;;;;
778439883;50;M;High School;Unknown;$80K - $120K;Blue;26840;769;0.029,;;;;;;;;;;
716063583;41;M;High School;Divorced;$60K - $80K;Blue;4549;2109;0.464,;;;;;;;;;;
716609433;55;M;High School;Divorced;$120K +;Blue;16828;2517;0.15,;;;;;;;;;;
721053633;45;M;College;Single;$40K - $60K;Blue;6530;1425;0.218,;;;;;;;;;;
711559008;40;F;Post-Graduate;Single;$40K - $60K;Blue;11642;1501;0.129,;;;;;;;;;;
718698558;43;M;College;Single;$80K - $120K;Blue;5390;1324;0.246,;;;;;;;;;;
770190258;49;F;Graduate;Married;Less than $40K;Blue;7037;0;0,;;;;;;;;;;
709008708;47;M;College;Married;Less than $40K;Blue;8390;0;0,;;;;;;;;;;
823922208;49;M;Unknown;Single;$60K - $80K;Blue;2122;1101;0.519,;;;;;;;;;;
718457058;43;M;High School;Married;$40K - $60K;Blue;3442;2517;0.731,;;;;;;;;;;
708472008;44;F;Uneducated;Married;Less than $40K;Blue;6680;1839;0.275,;;;;;;;;;;
710395233;42;F;Graduate;Single;Unknown;Silver;34516;1066;0.031,;;;;;;;;;;
716732958;44;F;High School;Married;$40K - $60K;Blue;7244;2031;0.28,;;;;;;;;;;
780108408;52;M;Graduate;Married;$80K - $120K;Blue;34516;1369;0.04,;;;;;;;;;;
720962208;42;M;Post-Graduate;Married;$60K - $80K;Blue;2476;2250;0.909,;;;;;;;;;;
714019083;40;F;Graduate;Married;Less than $40K;Blue;2019;803;0.398,;;;;;;;;;;
721225083;54;F;Unknown;Divorced;Less than $40K;Blue;8758;1511;0.173,;;;;;;;;;;
819109308;62;M;Graduate;Divorced;$60K - $80K;Blue;6103;2517;0.412,;;;;;;;;;;
721029858;52;F;Graduate;Single;Less than $40K;Blue;2166;1458;0.673,;;;;;;;;;;
716762733;50;F;Doctorate;Single;Less than $40K;Blue;3449;1634;0.474,;;;;;;;;;;
710260983;51;F;Graduate;Divorced;Less than $40K;Blue;2984;2512;0.842,;;;;;;;;;;
793608258;54;F;Graduate;Single;Less than $40K;Silver;13432;0;0,;;;;;;;;;;
719677758;39;F;Unknown;Married;$40K - $60K;Blue;10830;2184;0.202,;;;;;;;;;;
771411408;50;M;Post-Graduate;Unknown;$80K - $120K;Blue;2673;0;0,;;;;;;;;;;
794191008;46;M;College;Married;$120K +;Blue;34516;1649;0.048,;;;;;;;;;;
708905733;45;M;Uneducated;Single;$60K - $80K;Blue;20633;1989;0.096,;;;;;;;;;;
788327358;61;M;Graduate;Single;Unknown;Blue;9070;2097;0.231,;;;;;;;;;;
751974258;51;M;Unknown;Unknown;$120K +;Blue;11954;0;0,;;;;;;;;;;
805516608;50;M;Graduate;Married;$80K - $120K;Silver;34516;925;0.027,;;;;;;;;;;
720006333;48;M;College;Divorced;$80K - $120K;Blue;4479;0;0,;;;;;;;;;;
780114558;50;M;High School;Married;Less than $40K;Blue;3968;2264;0.571,;;;;;;;;;;
713090658;58;F;Uneducated;Single;Unknown;Blue;2599;1407;0.541,;;;;;;;;;;
718889508;46;M;College;Divorced;$60K - $80K;Blue;10074;1223;0.121,;;;;;;;;;;
824799108;46;F;High School;Married;$40K - $60K;Blue;10901;1874;0.172,;;;;;;;;;;
788618208;42;F;Unknown;Single;Less than $40K;Blue;8325;0;0,;;;;;;;;;;
713133258;38;M;Unknown;Single;$80K - $120K;Silver;34516;2008;0.058,;;;;;;;;;;
717370533;40;M;Post-Graduate;Single;$120K +;Blue;34516;2088;0.06,;;;;;;;;;;
720425508;43;M;Graduate;Single;$80K - $120K;Blue;7196;696;0.097,;;;;;;;;;;
712948383;48;M;Graduate;Married;$60K - $80K;Gold;34516;0;0,;;;;;;;;;;
712839633;38;M;Uneducated;Single;$80K - $120K;Blue;34516;1595;0.046,;;;;;;;;;;
820330008;46;M;High School;Married;$120K +;Blue;32926;1540;0.047,;;;;;;;;;;
826150608;44;M;Uneducated;Unknown;$40K - $60K;Silver;18072;1378;0.076,;;;;;;;;;;
779187783;50;M;Unknown;Single;$80K - $120K;Blue;24533;1813;0.074,;;;;;;;;;;
720809358;39;M;College;Unknown;$40K - $60K;Blue;4874;2317;0.475,;;;;;;;;;;
714054408;50;M;College;Unknown;$60K - $80K;Blue;12889;1822;0.141,;;;;;;;;;;
789827208;41;F;Graduate;Married;Less than $40K;Blue;7531;1692;0.225,;;;;;;;;;;
718308558;49;F;Graduate;Divorced;Less than $40K;Blue;1838;1155;0.628,;;;;;;;;;;
801064833;42;M;Graduate;Married;$80K - $120K;Blue;30117;2129;0.071,;;;;;;;;;;
719838558;46;M;Uneducated;Single;$60K - $80K;Blue;5131;1484;0.289,;;;;;;;;;;
714510483;44;M;Graduate;Single;$80K - $120K;Gold;34516;2517;0.073,;;;;;;;;;;
718246458;53;M;Graduate;Single;$80K - $120K;Blue;24262;1984;0.082,;;;;;;;;;;
710822808;51;M;College;Single;$80K - $120K;Blue;34516;1228;0.036,;;;;;;;;;;
791730183;38;F;College;Unknown;Less than $40K;Blue;7385;1817;0.246,;;;;;;;;;;
709722858;50;M;Graduate;Married;$60K - $80K;Blue;20708;1357;0.066,;;;;;;;;;;
712582983;47;F;Graduate;Married;Less than $40K;Silver;14057;1381;0.098,;;;;;;;;;;
714999483;38;M;Uneducated;Unknown;$80K - $120K;Silver;34516;1132;0.033,;;;;;;;;;;
711388458;45;M;High School;Married;$60K - $80K;Blue;17072;1519;0.089,;;;;;;;;;;
796174983;52;M;High School;Single;$80K - $120K;Blue;25737;1168;0.045,;;;;;;;;;;
712918083;44;F;Unknown;Single;Less than $40K;Blue;2211;768;0.347,;;;;;;;;;;
715459158;35;F;High School;Unknown;Unknown;Blue;16950;0;0,;;;;;;;;;;
712687083;44;M;Graduate;Married;$60K - $80K;Blue;15043;0;0,;;;;;;;;;;
713003358;40;M;Graduate;Single;$80K - $120K;Blue;29338;159;0.005,;;;;;;;;;;
812443458;57;M;Graduate;Single;$120K +;Blue;25808;0;0,;;;;;;;;;;
712984983;43;F;Unknown;Married;Less than $40K;Blue;2248;1853;0.824,;;;;;;;;;;
708826158;45;F;Uneducated;Divorced;$40K - $60K;Blue;3670;1684;0.459,;;;;;;;;;;
788725608;44;F;Graduate;Single;Less than $40K;Blue;8861;1149;0.13,;;;;;;;;;;
717559533;47;M;Graduate;Married;$120K +;Silver;34516;1161;0.034,;;;;;;;;;;
720443358;50;M;Unknown;Married;$60K - $80K;Blue;8014;1250;0.156,;;;;;;;;;;
806694333;44;F;Unknown;Married;Less than $40K;Blue;2771;1779;0.642,;;;;;;;;;;
709770408;51;M;Graduate;Married;$120K +;Silver;34516;1702;0.049,;;;;;;;;;;
718259433;45;F;High School;Married;Unknown;Blue;8383;0;0,;;;;;;;;;;
770705208;44;F;Unknown;Single;Less than $40K;Gold;15365;630;0.041,;;;;;;;;;;
720655833;48;F;High School;Married;Less than $40K;Blue;2913;0;0,;;;;;;;;;;
797898858;40;F;Uneducated;Single;Less than $40K;Blue;4748;2085;0.439,;;;;;;;;;;
779548008;50;M;Graduate;Single;$80K - $120K;Silver;34516;0;0,;;;;;;;;;;
718388733;38;F;College;Unknown;Less than $40K;Blue;2609;1259;0.483,;;;;;;;;;;
711742758;43;F;College;Single;$40K - $60K;Blue;11508;0;0,;;;;;;;;;;
757863258;45;F;Graduate;Unknown;Less than $40K;Blue;2396;887;0.37,;;;;;;;;;;
711947358;49;M;Uneducated;Married;$120K +;Blue;18991;1208;0.064,;;;;;;;;;;
712157958;44;M;High School;Married;$80K - $120K;Blue;10908;0;0,;;;;;;;;;;
814760358;53;M;Graduate;Unknown;$40K - $60K;Blue;14627;1997;0.137,;;;;;;;;;;
710192283;46;M;Post-Graduate;Married;$40K - $60K;Blue;2219;1180;0.532,;;;;;;;;;;
718977483;56;M;Graduate;Single;$80K - $120K;Blue;25736;1388;0.054,;;;;;;;;;;
712129158;63;M;Uneducated;Single;$60K - $80K;Blue;7997;1096;0.137,;;;;;;;;;;
714880533;40;M;Graduate;Single;$40K - $60K;Blue;2849;1741;0.611,;;;;;;;;;;
808287408;45;M;Graduate;Married;$80K - $120K;Blue;29227;1151;0.039,;;;;;;;;;;
709619433;52;M;Doctorate;Married;$120K +;Blue;34516;1382;0.04,;;;;;;;;;;
708881583;50;M;Uneducated;Married;$40K - $60K;Blue;12458;1332;0.107,;;;;;;;;;;
711332883;62;M;High School;Single;$60K - $80K;Blue;7547;2477;0.328,;;;;;;;;;;
717696333;44;M;Unknown;Married;$120K +;Blue;34516;0;0,;;;;;;;;;;
820587258;45;F;Graduate;Married;Less than $40K;Silver;10677;0;0,;;;;;;;;;;
768733533;53;M;Uneducated;Unknown;$80K - $120K;Blue;2340;1612;0.689,;;;;;;;;;;
779779083;38;F;High School;Single;$40K - $60K;Gold;23981;0;0,;;;;;;;;;;
720735408;44;F;Doctorate;Married;$40K - $60K;Blue;6329;1643;0.26,;;;;;;;;;;
819160158;42;M;Uneducated;Married;$40K - $60K;Blue;4960;1724;0.348,;;;;;;;;;;
804601833;44;M;High School;Unknown;$60K - $80K;Silver;34516;1601;0.046,;;;;;;;;;;
714823308;55;F;College;Single;Less than $40K;Gold;15987;1973;0.123,;;;;;;;;;;
711577458;52;F;Uneducated;Single;Less than $40K;Blue;3244;1855;0.572,;;;;;;;;;;
787539333;48;M;Graduate;Married;$60K - $80K;Blue;7298;2517;0.345,;;;;;;;;;;
716806383;48;M;Graduate;Married;$80K - $120K;Blue;28307;1506;0.053,;;;;;;;;;;
812230308;47;M;Graduate;Married;$40K - $60K;Blue;2430;1657;0.682,;;;;;;;;;;
778420383;49;M;Graduate;Married;$120K +;Blue;7650;2045;0.267,;;;;;;;;;;
774012933;47;F;College;Divorced;$40K - $60K;Blue;6443;2073;0.322,;;;;;;;;;;
718756533;47;M;Uneducated;Married;$80K - $120K;Blue;13356;1497;0.112,;;;;;;;;;;
812224983;56;M;Graduate;Single;$120K +;Blue;4675;1340;0.287,;;;;;;;;;;
714284358;61;M;Uneducated;Single;$40K - $60K;Blue;2177;1329;0.61,;;;;;;;;;;
709530408;45;M;Doctorate;Single;$120K +;Gold;34516;1411;0.041,;;;;;;;;;;
750690258;49;F;Graduate;Married;Less than $40K;Blue;2821;1995;0.707,;;;;;;;;;;
716283108;44;F;Uneducated;Married;Less than $40K;Blue;6769;1133;0.167,;;;;;;;;;;
718353633;50;M;Post-Graduate;Unknown;$80K - $120K;Gold;34516;0;0,;;;;;;;;;;
718528833;51;M;High School;Married;$120K +;Blue;30172;1825;0.06,;;;;;;;;;;
718006608;44;F;Uneducated;Single;Less than $40K;Blue;7742;1163;0.15,;;;;;;;;;;
710569233;46;M;Unknown;Single;$80K - $120K;Blue;11814;1440;0.122,;;;;;;;;;;
718694658;41;M;Unknown;Married;$80K - $120K;Blue;28687;1607;0.056,;;;;;;;;;;
779293308;51;M;Graduate;Married;$60K - $80K;Silver;25653;2059;0.08,;;;;;;;;;;
718276758;52;F;Graduate;Single;$40K - $60K;Blue;4705;890;0.189,;;;;;;;;;;
